,target name,target accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score,bias,from,to,from,to,from,to,acc,description of target
1602,sp|Q970Z0|HIS6_SULTO,-,249,MSA_M_1,-,357,0.014,9.9,0.5,1,2,0.041,11,9.9,0.5,48,130,48,130,48,130,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=hisF PE=3 SV=1
1603,sp|Q970Z0|HIS6_SULTO,-,249,MSA_M_1,-,357,0.014,8.4,0.0,2,2,0.12,31,8.4,0.0,174,226,174,226,174,226,0.81,Imidazole glycerol phosphate synthase subunit HisF OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=hisF PE=3 SV=1
1604,sp|Q12FC7|HIS6_POLSJ,-,259,MSA_M_1,-,357,0.015,3.0,0.1,1,2,5.1,1.3e+03,3.0,0.1,52,121,52,121,52,121,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Polaromonas sp. (strain JS666 / ATCC BAA-500) OX=296591 GN=hisF PE=3 SV=1
1605,sp|Q12FC7|HIS6_POLSJ,-,259,MSA_M_1,-,357,0.015,15.8,0.2,2,2,0.00064,0.17,15.8,0.2,181,251,181,251,181,251,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Polaromonas sp. (strain JS666 / ATCC BAA-500) OX=296591 GN=hisF PE=3 SV=1
1606,sp|B7NQG6|HIS4_ECO7I,-,245,MSA_M_1,-,357,0.015,17.3,0.5,1,1,0.00023,0.061,17.3,0.5,50,112,50,112,50,112,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057 GN=hisA PE=3 SV=1
1607,sp|Q21CK1|HIS6_RHOPB,-,258,MSA_M_1,-,357,0.015,8.1,0.0,1,2,0.14,37,8.1,0.0,47,123,47,123,47,123,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain BisB18) OX=316056 GN=hisF PE=3 SV=1
1608,sp|Q21CK1|HIS6_RHOPB,-,258,MSA_M_1,-,357,0.015,9.4,0.1,2,2,0.058,15,9.4,0.1,181,237,181,237,181,237,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain BisB18) OX=316056 GN=hisF PE=3 SV=1
1609,sp|Q8EMP6|NANE_OCEIH,-,222,MSA_M_1,-,357,0.015,18.0,0.0,1,1,0.00014,0.037,18.0,0.0,70,218,70,218,70,218,0.81,Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) OX=221109 GN=nanE PE=3 SV=1
1610,sp|B3DT80|PDXS_BIFLD,-,291,MSA_M_1,-,357,0.015,18.8,0.1,1,1,7.9e-05,0.021,18.8,0.1,182,261,182,261,182,261,0.86,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Bifidobacterium longum (strain DJO10A) OX=205913 GN=pdxS PE=3 SV=1
1611,sp|A7H5V4|HIS6_CAMJD,-,255,MSA_M_1,-,357,0.015,9.7,0.0,1,2,0.047,12,9.7,0.0,56,107,56,107,56,107,0.91,Imidazole glycerol phosphate synthase subunit HisF OS=Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 / 269.97) OX=360109 GN=hisF PE=3 SV=1
1612,sp|A7H5V4|HIS6_CAMJD,-,255,MSA_M_1,-,357,0.015,7.0,0.0,2,2,0.3,78,7.0,0.0,188,235,188,235,188,235,0.89,Imidazole glycerol phosphate synthase subunit HisF OS=Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 / 269.97) OX=360109 GN=hisF PE=3 SV=1
1613,sp|C3K6V3|HIS6_PSEFS,-,256,MSA_M_1,-,357,0.015,10.6,0.1,1,2,0.024,6.4,10.6,0.1,50,122,50,122,50,122,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Pseudomonas fluorescens (strain SBW25) OX=216595 GN=hisF PE=3 SV=1
1614,sp|C3K6V3|HIS6_PSEFS,-,256,MSA_M_1,-,357,0.015,7.7,0.1,2,2,0.19,49,7.7,0.1,176,246,176,246,176,246,0.77,Imidazole glycerol phosphate synthase subunit HisF OS=Pseudomonas fluorescens (strain SBW25) OX=216595 GN=hisF PE=3 SV=1
1615,sp|A3QF20|HIS4_SHELP,-,245,MSA_M_1,-,357,0.015,10.8,0.0,1,2,0.021,5.4,10.8,0.0,52,115,52,115,52,115,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Shewanella loihica (strain ATCC BAA-1088 / PV-4) OX=323850 GN=hisA PE=3 SV=1
1616,sp|A3QF20|HIS4_SHELP,-,245,MSA_M_1,-,357,0.015,6.5,0.1,2,2,0.44,1.2e+02,6.5,0.1,173,238,173,238,173,238,0.73,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Shewanella loihica (strain ATCC BAA-1088 / PV-4) OX=323850 GN=hisA PE=3 SV=1
1617,sp|B8J249|HIS4_DESDA,-,250,MSA_M_1,-,357,0.015,6.9,0.2,1,2,0.33,87,6.9,0.2,54,111,54,111,54,111,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB) OX=525146 GN=hisA PE=3 SV=1
1618,sp|B8J249|HIS4_DESDA,-,250,MSA_M_1,-,357,0.015,11.5,0.1,2,2,0.014,3.6,11.5,0.1,175,222,175,222,175,222,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB) OX=525146 GN=hisA PE=3 SV=1
1619,sp|B4T986|LLDD_SALHS,-,396,MSA_M_1,-,357,0.015,18.7,0.4,1,1,8.5e-05,0.022,18.7,0.4,252,377,252,377,252,377,0.81,L-lactate dehydrogenase OS=Salmonella heidelberg (strain SL476) OX=454169 GN=lldD PE=3 SV=1
1620,sp|C1CEK5|GUAC_STRZJ,-,328,MSA_M_1,-,357,0.015,18.4,0.1,1,1,0.00011,0.028,18.4,0.1,187,247,187,247,187,247,0.89,GMP reductase OS=Streptococcus pneumoniae (strain JJA) OX=488222 GN=guaC PE=3 SV=1
1621,sp|B4TZU7|LLDD_SALSV,-,396,MSA_M_1,-,357,0.015,18.7,0.4,1,1,8.5e-05,0.022,18.7,0.4,252,377,252,377,252,377,0.81,L-lactate dehydrogenase OS=Salmonella schwarzengrund (strain CVM19633) OX=439843 GN=lldD PE=3 SV=1
1622,sp|Q8Z2E5|LLDD_SALTI,-,396,MSA_M_1,-,357,0.016,18.7,0.3,1,1,8.7e-05,0.023,18.7,0.3,252,379,252,379,252,379,0.81,L-lactate dehydrogenase OS=Salmonella typhi OX=90370 GN=lldD PE=3 SV=1
1623,sp|A6QCU4|HIS6_SULNB,-,254,MSA_M_1,-,357,0.016,7.3,0.0,1,2,0.25,65,7.3,0.0,55,117,55,117,55,117,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Sulfurovum sp. (strain NBC37-1) OX=387093 GN=hisF PE=3 SV=1
1624,sp|A6QCU4|HIS6_SULNB,-,254,MSA_M_1,-,357,0.016,9.9,0.0,2,2,0.042,11,9.9,0.0,182,239,182,239,182,239,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Sulfurovum sp. (strain NBC37-1) OX=387093 GN=hisF PE=3 SV=1
1625,sp|B1YL09|HIS6_EXIS2,-,249,MSA_M_1,-,357,0.016,4.1,0.0,1,2,2.4,6.3e+02,4.1,0.0,51,112,51,112,51,112,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Exiguobacterium sibiricum (strain DSM 17290 / CIP 109462 / JCM 13490 / 255-15) OX=262543 GN=hisF PE=3 SV=1
1626,sp|B1YL09|HIS6_EXIS2,-,249,MSA_M_1,-,357,0.016,13.1,0.0,2,2,0.0043,1.1,13.1,0.0,175,243,175,243,175,243,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Exiguobacterium sibiricum (strain DSM 17290 / CIP 109462 / JCM 13490 / 255-15) OX=262543 GN=hisF PE=3 SV=1
1627,sp|B5YF85|PDXS_DICT6,-,295,MSA_M_1,-,357,0.016,19.2,0.0,1,1,6e-05,0.016,19.2,0.0,180,251,180,251,180,251,0.86,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) OX=309799 GN=pdxS PE=3 SV=1
1628,sp|B0KIT4|LLDD_PSEPG,-,381,MSA_M_1,-,357,0.016,18.5,0.4,1,1,0.0001,0.026,18.5,0.4,251,371,251,371,251,371,0.82,L-lactate dehydrogenase OS=Pseudomonas putida (strain GB-1) OX=76869 GN=lldD PE=3 SV=1
1629,sp|Q3INE8|PDXS_NATPD,-,301,MSA_M_1,-,357,0.016,18.4,0.0,1,1,0.0001,0.027,18.4,0.0,193,295,193,295,193,295,0.85,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / NBRC 14720 / NCIMB 2260 / Gabara) OX=348780 GN=pdxS PE=3 SV=1
1630,sp|A5W9B2|LLDD_PSEP1,-,381,MSA_M_1,-,357,0.016,18.5,0.4,1,1,0.0001,0.026,18.5,0.4,251,371,251,371,251,371,0.82,L-lactate dehydrogenase OS=Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1) OX=351746 GN=lldD PE=3 SV=1
1631,sp|Q88DT3|LLDD_PSEPK,-,381,MSA_M_1,-,357,0.016,18.5,0.4,1,1,0.0001,0.026,18.5,0.4,251,371,251,371,251,371,0.82,L-lactate dehydrogenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=lldD PE=3 SV=1
1632,sp|Q5WK54|NANE_BACSK,-,227,MSA_M_1,-,357,0.016,17.4,0.9,1,1,0.00021,0.054,17.4,0.9,106,226,106,226,106,226,0.81,Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Bacillus clausii (strain KSM-K16) OX=66692 GN=nanE PE=3 SV=1
1633,sp|A8G3E4|HIS6_PROM2,-,256,MSA_M_1,-,357,0.016,10.3,0.0,1,2,0.031,8.1,10.3,0.0,48,120,48,120,48,120,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Prochlorococcus marinus (strain MIT 9215) OX=93060 GN=hisF PE=3 SV=1
1634,sp|A8G3E4|HIS6_PROM2,-,256,MSA_M_1,-,357,0.016,6.9,0.0,2,2,0.33,87,6.9,0.0,178,231,178,231,178,231,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Prochlorococcus marinus (strain MIT 9215) OX=93060 GN=hisF PE=3 SV=1
1635,sp|A8FNR4|HIS6_CAMJ8,-,255,MSA_M_1,-,357,0.016,9.7,0.0,1,2,0.047,12,9.7,0.0,56,107,56,107,56,107,0.91,Imidazole glycerol phosphate synthase subunit HisF OS=Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828) OX=407148 GN=hisF PE=3 SV=1
1636,sp|A8FNR4|HIS6_CAMJ8,-,255,MSA_M_1,-,357,0.016,7.1,0.0,2,2,0.29,75,7.1,0.0,178,235,178,235,178,235,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828) OX=407148 GN=hisF PE=3 SV=1
1637,sp|Q7VPI9|LLDD_HAEDU,-,381,MSA_M_1,-,357,0.016,18.4,0.8,1,1,0.00011,0.028,18.4,0.8,248,366,248,366,248,366,0.80,L-lactate dehydrogenase OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=lldD PE=3 SV=1
1638,sp|A3M0X0|LLDD_ACIBT,-,383,MSA_M_1,-,357,0.016,18.3,0.8,1,1,0.00011,0.03,18.3,0.8,266,373,266,373,266,373,0.80,L-lactate dehydrogenase OS=Acinetobacter baumannii (strain ATCC 17978 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377) OX=400667 GN=lldD PE=3 SV=2
1639,sp|B0V6L1|LLDD_ACIBY,-,383,MSA_M_1,-,357,0.016,18.3,0.8,1,1,0.00011,0.03,18.3,0.8,266,373,266,373,266,373,0.80,L-lactate dehydrogenase OS=Acinetobacter baumannii (strain AYE) OX=509173 GN=lldD PE=3 SV=1
1640,sp|B2I061|LLDD_ACIBC,-,383,MSA_M_1,-,357,0.016,18.3,0.8,1,1,0.00011,0.03,18.3,0.8,266,373,266,373,266,373,0.80,L-lactate dehydrogenase OS=Acinetobacter baumannii (strain ACICU) OX=405416 GN=lldD PE=3 SV=1
1641,sp|B7H2H0|LLDD_ACIB3,-,383,MSA_M_1,-,357,0.016,18.3,0.8,1,1,0.00011,0.03,18.3,0.8,266,373,266,373,266,373,0.80,L-lactate dehydrogenase OS=Acinetobacter baumannii (strain AB307-0294) OX=557600 GN=lldD PE=3 SV=1
1642,sp|B7IBS4|LLDD_ACIB5,-,383,MSA_M_1,-,357,0.016,18.3,0.8,1,1,0.00011,0.03,18.3,0.8,266,373,266,373,266,373,0.80,L-lactate dehydrogenase OS=Acinetobacter baumannii (strain AB0057) OX=480119 GN=lldD PE=3 SV=1
1643,sp|B2SZ60|HIS4_PARPJ,-,250,MSA_M_1,-,357,0.017,5.9,0.0,1,2,0.65,1.7e+02,5.9,0.0,60,113,60,113,60,113,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) OX=398527 GN=hisA PE=3 SV=1
1644,sp|B2SZ60|HIS4_PARPJ,-,250,MSA_M_1,-,357,0.017,11.3,0.1,2,2,0.015,3.8,11.3,0.1,175,248,175,248,175,248,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) OX=398527 GN=hisA PE=3 SV=1
1645,sp|Q64RT2|HIS6_BACFR,-,250,MSA_M_1,-,357,0.017,10.0,0.0,1,2,0.037,9.6,10.0,0.0,41,109,41,109,41,109,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Bacteroides fragilis (strain YCH46) OX=295405 GN=hisF PE=3 SV=1
1646,sp|Q64RT2|HIS6_BACFR,-,250,MSA_M_1,-,357,0.017,7.1,0.1,2,2,0.29,77,7.1,0.1,182,233,182,233,182,233,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Bacteroides fragilis (strain YCH46) OX=295405 GN=hisF PE=3 SV=1
1647,sp|Q8L1A8|PDXS_BACCI,-,293,MSA_M_1,-,357,0.017,17.7,0.0,1,1,0.00017,0.046,17.7,0.0,180,267,180,267,180,267,0.83,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Bacillus circulans OX=1397 GN=pdxS PE=3 SV=1
1648,sp|Q2KTT1|HIS6_BORA1,-,267,MSA_M_1,-,357,0.017,5.3,0.1,1,2,1,2.6e+02,5.3,0.1,63,130,63,130,63,130,0.89,Imidazole glycerol phosphate synthase subunit HisF OS=Bordetella avium (strain 197N) OX=360910 GN=hisF PE=3 SV=1
1649,sp|Q2KTT1|HIS6_BORA1,-,267,MSA_M_1,-,357,0.017,12.1,0.0,2,2,0.0085,2.2,12.1,0.0,188,252,188,252,188,252,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Bordetella avium (strain 197N) OX=360910 GN=hisF PE=3 SV=1
1650,sp|Q2JRV8|HIS4_SYNJA,-,261,MSA_M_1,-,357,0.017,10.0,0.2,1,2,0.037,9.8,10.0,0.2,65,124,65,124,65,124,0.92,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus sp. (strain JA-3-3Ab) OX=321327 GN=hisA PE=3 SV=1
1651,sp|Q2JRV8|HIS4_SYNJA,-,261,MSA_M_1,-,357,0.017,10.0,0.3,2,2,0.039,10,10.0,0.3,158,238,158,238,158,238,0.86,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus sp. (strain JA-3-3Ab) OX=321327 GN=hisA PE=3 SV=1
1652,sp|Q3SEU8|HIS6_THIDA,-,251,MSA_M_1,-,357,0.017,8.9,0.1,1,2,0.081,21,8.9,0.1,22,128,22,128,22,128,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Thiobacillus denitrificans (strain ATCC 25259) OX=292415 GN=hisF PE=3 SV=1
1653,sp|Q3SEU8|HIS6_THIDA,-,251,MSA_M_1,-,357,0.017,9.1,0.1,2,2,0.071,19,9.1,0.1,166,232,166,232,166,232,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Thiobacillus denitrificans (strain ATCC 25259) OX=292415 GN=hisF PE=3 SV=1
1654,sp|B2VFL2|HIS4_ERWT9,-,245,MSA_M_1,-,357,0.017,12.8,0.1,1,2,0.0053,1.4,12.8,0.1,52,119,52,119,52,119,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99) OX=465817 GN=hisA PE=3 SV=1
1655,sp|B2VFL2|HIS4_ERWT9,-,245,MSA_M_1,-,357,0.017,4.8,0.1,2,2,1.4,3.8e+02,4.8,0.1,180,239,180,239,180,239,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99) OX=465817 GN=hisA PE=3 SV=1
1656,sp|C0Q1T7|LLDD_SALPC,-,396,MSA_M_1,-,357,0.017,18.6,0.6,1,1,9.2e-05,0.024,18.6,0.6,258,381,258,381,258,381,0.81,L-lactate dehydrogenase OS=Salmonella paratyphi C (strain RKS4594) OX=476213 GN=lldD PE=3 SV=1
1657,sp|A9BX71|HIS4_DELAS,-,246,MSA_M_1,-,357,0.017,8.1,0.2,1,2,0.15,38,8.1,0.2,53,113,53,113,53,113,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Delftia acidovorans (strain DSM 14801 / SPH-1) OX=398578 GN=hisA PE=3 SV=1
1658,sp|A9BX71|HIS4_DELAS,-,246,MSA_M_1,-,357,0.017,12.0,0.5,2,2,0.0095,2.5,12.0,0.5,176,237,176,237,176,237,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Delftia acidovorans (strain DSM 14801 / SPH-1) OX=398578 GN=hisA PE=3 SV=1
1659,sp|B8D8Q6|HIS4_BUCA5,-,246,MSA_M_1,-,357,0.017,17.4,0.0,1,1,0.00021,0.054,17.4,0.0,51,116,51,116,51,116,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Buchnera aphidicola subsp. Acyrthosiphon pisum (strain 5A) OX=563178 GN=hisA PE=3 SV=1
1660,sp|P57205|HIS4_BUCAI,-,246,MSA_M_1,-,357,0.017,17.4,0.0,1,1,0.00021,0.054,17.4,0.0,51,116,51,116,51,116,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806 GN=hisA PE=3 SV=1
1661,sp|Q8DGQ5|NANE_THEEB,-,228,MSA_M_1,-,357,0.017,17.4,0.6,1,1,0.00022,0.057,17.4,0.6,105,211,105,211,105,211,0.87,Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Thermosynechococcus elongatus (strain BP-1) OX=197221 GN=nanE PE=3 SV=1
1662,sp|Q31CA5|HIS6_PROM9,-,256,MSA_M_1,-,357,0.018,10.1,0.0,1,2,0.035,9.2,10.1,0.0,48,118,48,118,48,118,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Prochlorococcus marinus (strain MIT 9312) OX=74546 GN=hisF PE=3 SV=1
1663,sp|Q31CA5|HIS6_PROM9,-,256,MSA_M_1,-,357,0.018,6.9,0.0,2,2,0.32,85,6.9,0.0,178,229,178,229,178,229,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Prochlorococcus marinus (strain MIT 9312) OX=74546 GN=hisF PE=3 SV=1
1664,sp|B2TQ13|THIE_CLOBB,-,213,MSA_M_1,-,357,0.018,18.5,1.1,1,1,9.8e-05,0.026,18.5,1.1,48,211,48,211,48,211,0.80,Thiamine-phosphate synthase OS=Clostridium botulinum (strain Eklund 17B / Type B) OX=935198 GN=thiE PE=3 SV=1
1665,sp|A4YI11|PDXS_METS5,-,337,MSA_M_1,-,357,0.018,17.7,0.0,1,1,0.00017,0.044,17.7,0.0,222,291,222,291,222,291,0.89,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=pdxS PE=3 SV=1
1666,sp|A7HSH1|HIS4_PARL1,-,243,MSA_M_1,-,357,0.018,7.8,0.5,1,2,0.17,46,7.8,0.5,58,115,58,115,58,115,0.92,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) OX=402881 GN=hisA PE=3 SV=1
1667,sp|A7HSH1|HIS4_PARL1,-,243,MSA_M_1,-,357,0.018,12.9,0.3,2,2,0.0049,1.3,12.9,0.3,171,225,171,225,171,225,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) OX=402881 GN=hisA PE=3 SV=1
1668,sp|B8I363|PDXS_RUMCH,-,292,MSA_M_1,-,357,0.019,17.8,0.0,1,1,0.00016,0.041,17.8,0.0,166,256,166,256,166,256,0.86,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) OX=394503 GN=pdxS PE=3 SV=1
1669,sp|P58790|HIS4_AGRFC,-,247,MSA_M_1,-,357,0.019,2.9,0.1,1,2,5.3,1.4e+03,2.9,0.1,60,109,60,109,60,109,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hisA PE=3 SV=1
1670,sp|P58790|HIS4_AGRFC,-,247,MSA_M_1,-,357,0.019,14.9,0.1,2,2,0.0012,0.32,14.9,0.1,179,223,179,223,179,223,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hisA PE=3 SV=1
1671,sp|B7HHG5|HIS6_BACC4,-,252,MSA_M_1,-,357,0.019,7.0,0.1,1,2,0.31,83,7.0,0.1,41,111,41,111,41,111,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Bacillus cereus (strain B4264) OX=405532 GN=hisF PE=3 SV=1
1672,sp|B7HHG5|HIS6_BACC4,-,252,MSA_M_1,-,357,0.019,10.3,0.0,2,2,0.031,8.2,10.3,0.0,175,248,175,248,175,248,0.77,Imidazole glycerol phosphate synthase subunit HisF OS=Bacillus cereus (strain B4264) OX=405532 GN=hisF PE=3 SV=1
1673,sp|Q8R806|THIE_CALS4,-,214,MSA_M_1,-,357,0.019,18.1,1.3,1,1,0.00013,0.033,18.1,1.3,55,211,55,211,55,211,0.85,Thiamine-phosphate synthase OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=thiE PE=3 SV=2
1674,sp|B8GU31|HIS4_THISH,-,242,MSA_M_1,-,357,0.019,7.8,0.2,1,2,0.17,46,7.8,0.2,62,112,62,112,62,112,0.86,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Thioalkalivibrio sulfidiphilus (strain HL-EbGR7) OX=396588 GN=hisA PE=3 SV=1
1675,sp|B8GU31|HIS4_THISH,-,242,MSA_M_1,-,357,0.019,12.2,0.4,2,2,0.0082,2.2,12.2,0.4,171,237,171,237,171,237,0.80,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Thioalkalivibrio sulfidiphilus (strain HL-EbGR7) OX=396588 GN=hisA PE=3 SV=1
1676,sp|B0TAQ4|PDXS_HELMI,-,295,MSA_M_1,-,357,0.019,18.9,0.1,1,1,7.2e-05,0.019,18.9,0.1,182,251,182,251,182,251,0.89,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Heliobacterium modesticaldum (strain ATCC 51547 / Ice1) OX=498761 GN=pdxS PE=3 SV=1
1677,sp|Q1I3G7|HIS4_PSEE4,-,245,MSA_M_1,-,357,0.019,16.4,0.3,1,1,0.00044,0.12,16.4,0.3,153,222,153,222,153,222,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Pseudomonas entomophila (strain L48) OX=384676 GN=hisA PE=3 SV=1
1678,sp|C1A0L6|HIS6_RHOE4,-,257,MSA_M_1,-,357,0.019,9.3,0.1,1,2,0.061,16,9.3,0.1,49,122,49,122,49,122,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodococcus erythropolis (strain PR4 / NBRC 100887) OX=234621 GN=hisF PE=3 SV=1
1679,sp|C1A0L6|HIS6_RHOE4,-,257,MSA_M_1,-,357,0.019,9.0,0.3,2,2,0.074,20,9.0,0.3,174,250,174,250,174,250,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodococcus erythropolis (strain PR4 / NBRC 100887) OX=234621 GN=hisF PE=3 SV=1
1680,sp|Q13TQ9|HIS4_PARXL,-,250,MSA_M_1,-,357,0.019,5.5,0.0,1,2,0.88,2.3e+02,5.5,0.0,60,113,60,113,60,113,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Paraburkholderia xenovorans (strain LB400) OX=266265 GN=hisA PE=3 SV=1
1681,sp|Q13TQ9|HIS4_PARXL,-,250,MSA_M_1,-,357,0.019,11.8,0.1,2,2,0.01,2.7,11.8,0.1,175,248,175,248,175,248,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Paraburkholderia xenovorans (strain LB400) OX=266265 GN=hisA PE=3 SV=1
1682,sp|B8DA61|HIS4_LISMH,-,240,MSA_M_1,-,357,0.019,10.7,0.1,1,2,0.024,6.2,10.7,0.1,60,126,60,126,60,126,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4a (strain HCC23) OX=552536 GN=hisA PE=3 SV=1
