,key,accession,name,source_database,length,source_organism_taxID,source_organism_scientificName,source_organism_fullName
7574,7574,A0A150A171,NMO domain-containing protein,unreviewed,361,1807499,Rhodococcus sp. LB1,Rhodococcus sp. LB1
7575,7575,A0A150A3I9,2-nitropropane dioxygenase,unreviewed,353,1807499,Rhodococcus sp. LB1,Rhodococcus sp. LB1
7576,7576,A0A150A4G9,NMO domain-containing protein,unreviewed,371,1807499,Rhodococcus sp. LB1,Rhodococcus sp. LB1
7577,7577,A0A150A4W4,2-nitropropane dioxygenase,unreviewed,312,1807499,Rhodococcus sp. LB1,Rhodococcus sp. LB1
7578,7578,A0A150A6U4,NMO domain-containing protein,unreviewed,341,1807499,Rhodococcus sp. LB1,Rhodococcus sp. LB1
7579,7579,A0A150A8M6,NMO domain-containing protein,unreviewed,228,1807499,Rhodococcus sp. LB1,Rhodococcus sp. LB1
7580,7580,A0A150A8U1,NMO domain-containing protein,unreviewed,331,1807499,Rhodococcus sp. LB1,Rhodococcus sp. LB1
7581,7581,A0A150AB22,2-nitropropane dioxygenase,unreviewed,313,1775430,Flammeovirga sp. SJP92,Flammeovirga sp. SJP92
7582,7582,A0A150AIR4,2-nitropropane dioxygenase,unreviewed,543,1775430,Flammeovirga sp. SJP92,Flammeovirga sp. SJP92
7583,7583,A0A150ANN8,NMO domain-containing protein,unreviewed,328,1775430,Flammeovirga sp. SJP92,Flammeovirga sp. SJP92
7584,7584,A0A150B581,NMO domain-containing protein,unreviewed,364,1396,Bacillus cereus,Bacillus cereus
7585,7585,A0A150B9I2,NMO domain-containing protein,unreviewed,364,1396,Bacillus cereus,Bacillus cereus
7586,7586,A0A150BIP6,NMO domain-containing protein,unreviewed,318,1396,Bacillus cereus,Bacillus cereus
7587,7587,A0A150BR94,NMO domain-containing protein,unreviewed,378,1396,Bacillus cereus,Bacillus cereus
7588,7588,A0A150D427,NMO domain-containing protein,unreviewed,359,1396,Bacillus cereus,Bacillus cereus
7589,7589,A0A150D7W9,Nitronate monooxygenase,unreviewed,362,1396,Bacillus cereus,Bacillus cereus
7590,7590,A0A150DQ94,NMO domain-containing protein,unreviewed,364,1396,Bacillus cereus,Bacillus cereus
7591,7591,A0A150EJ27,NMO domain-containing protein,unreviewed,364,1396,Bacillus cereus,Bacillus cereus
7592,7592,A0A150F577,NMO domain-containing protein,unreviewed,343,1793963,Bacillus nakamurai,Bacillus nakamurai
7593,7593,A0A150FQY4,Enoyl-(Acyl-carrier-protein) reductase II,unreviewed,309,1121328,[Clostridium] paradoxum JW-YL-7 = DSM 7308,[Clostridium] paradoxum JW-YL-7 = DSM 7308
7594,7594,A0A150H777,NMO domain-containing protein,unreviewed,338,479117,Brevibacterium ravenspurgense,Brevibacterium ravenspurgense
7595,7595,A0A150H9T3,NMO domain-containing protein,unreviewed,328,479117,Brevibacterium ravenspurgense,Brevibacterium ravenspurgense
7596,7596,A0A150HXK4,NMO domain-containing protein,unreviewed,347,52133,Acinetobacter venetianus,Acinetobacter venetianus
7597,7597,A0A150I105,NMO domain-containing protein,unreviewed,347,52133,Acinetobacter venetianus,Acinetobacter venetianus
7598,7598,A0A150JTU3,NMO domain-containing protein,unreviewed,363,1398,Bacillus coagulans,Bacillus coagulans
7599,7599,A0A150JZI1,NMO domain-containing protein,unreviewed,326,1398,Bacillus coagulans,Bacillus coagulans
7600,7600,A0A150K3I3,NMO domain-containing protein,unreviewed,362,1398,Bacillus coagulans,Bacillus coagulans
7601,7601,A0A150K6D3,Enoyl-[acyl-carrier-protein] reductase,unreviewed,327,1398,Bacillus coagulans,Bacillus coagulans
7602,7602,A0A150K8M3,NMO domain-containing protein,unreviewed,364,1398,Bacillus coagulans,Bacillus coagulans
7603,7603,A0A150K9M3,NMO domain-containing protein,unreviewed,316,1398,Bacillus coagulans,Bacillus coagulans
7604,7604,A0A150KKT7,NMO domain-containing protein,unreviewed,327,1398,Bacillus coagulans,Bacillus coagulans
7605,7605,A0A150KWG0,Enoyl-[acyl-carrier-protein] reductase,unreviewed,319,46224,Bacillus sporothermodurans,Bacillus sporothermodurans
7606,7606,A0A150L4S2,NMO domain-containing protein,unreviewed,319,81408,Parageobacillus caldoxylosilyticus,Parageobacillus caldoxylosilyticus
7607,7607,A0A150L4U0,NMO domain-containing protein,unreviewed,354,46224,Bacillus sporothermodurans,Bacillus sporothermodurans
7608,7608,A0A150L9Z4,NMO domain-containing protein,unreviewed,324,301148,Caldibacillus debilis,Caldibacillus debilis
7609,7609,A0A150LDP0,Enoyl-[acyl-carrier-protein] reductase,unreviewed,316,46224,Bacillus sporothermodurans,Bacillus sporothermodurans
7610,7610,A0A150LIM8,NMO domain-containing protein,unreviewed,348,81408,Parageobacillus caldoxylosilyticus,Parageobacillus caldoxylosilyticus
7611,7611,A0A150LQQ4,Enoyl-[acyl-carrier-protein] reductase,unreviewed,332,301148,Caldibacillus debilis,Caldibacillus debilis
7612,7612,A0A150LRL2,Enoyl-[acyl-carrier-protein] reductase,unreviewed,317,81408,Parageobacillus caldoxylosilyticus,Parageobacillus caldoxylosilyticus
7613,7613,A0A150LSQ3,Enoyl-[acyl-carrier-protein] reductase,unreviewed,319,33934,Anoxybacillus flavithermus,Anoxybacillus flavithermus
7614,7614,A0A150LVL8,Enoyl-[acyl-carrier-protein] reductase,unreviewed,317,33934,Anoxybacillus flavithermus,Anoxybacillus flavithermus
7615,7615,A0A150LW64,NMO domain-containing protein,unreviewed,366,81408,Parageobacillus caldoxylosilyticus,Parageobacillus caldoxylosilyticus
7616,7616,A0A150LYF7,NMO domain-containing protein,unreviewed,352,33934,Anoxybacillus flavithermus,Anoxybacillus flavithermus
7617,7617,A0A150MFA0,NMO domain-containing protein,unreviewed,358,301148,Caldibacillus debilis,Caldibacillus debilis
7618,7618,A0A150MGK9,NMO domain-containing protein,unreviewed,319,1586290,Geobacillus sp. B4113_201601,Geobacillus sp. B4113_201601
7619,7619,A0A150MPV4,NMO domain-containing protein,unreviewed,344,1586290,Geobacillus sp. B4113_201601,Geobacillus sp. B4113_201601
7620,7620,A0A150MX05,NMO domain-containing protein,unreviewed,410,153151,Parageobacillus toebii,Parageobacillus toebii
7621,7621,A0A150MY58,Enoyl-[acyl-carrier-protein] reductase,unreviewed,316,1586290,Geobacillus sp. B4113_201601,Geobacillus sp. B4113_201601
7622,7622,A0A150MZ54,Enoyl-[acyl-carrier-protein] reductase,unreviewed,319,153151,Parageobacillus toebii,Parageobacillus toebii
7623,7623,A0A150N1A4,Enoyl-[acyl-carrier-protein] reductase,unreviewed,317,153151,Parageobacillus toebii,Parageobacillus toebii
7624,7624,A0A150NLC3,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
7625,7625,A0A150NUI3,NMO domain-containing protein,unreviewed,324,28037,Streptococcus mitis,Streptococcus mitis
7626,7626,A0A150P2R4,NMO domain-containing protein,unreviewed,549,56,Sorangium cellulosum,Sorangium cellulosum
7627,7627,A0A150P4U9,NMO domain-containing protein,unreviewed,432,56,Sorangium cellulosum,Sorangium cellulosum
7628,7628,A0A150PW28,NMO domain-containing protein,unreviewed,443,56,Sorangium cellulosum,Sorangium cellulosum
7629,7629,A0A150PYR2,NMO domain-containing protein,unreviewed,88,56,Sorangium cellulosum,Sorangium cellulosum
7630,7630,A0A150QM50,NMO domain-containing protein,unreviewed,549,56,Sorangium cellulosum,Sorangium cellulosum
7631,7631,A0A150RHH3,NMO domain-containing protein,unreviewed,549,56,Sorangium cellulosum,Sorangium cellulosum
7632,7632,A0A150S127,NMO domain-containing protein,unreviewed,92,56,Sorangium cellulosum,Sorangium cellulosum
7633,7633,A0A150SD67,2-nitropropane dioxygenase,unreviewed,438,56,Sorangium cellulosum,Sorangium cellulosum
7634,7634,A0A150T0U1,NMO domain-containing protein,unreviewed,89,56,Sorangium cellulosum,Sorangium cellulosum
7635,7635,A0A150TGY5,NMO domain-containing protein,unreviewed,434,56,Sorangium cellulosum,Sorangium cellulosum
7636,7636,A0A150TGZ1,NMO domain-containing protein,unreviewed,361,56,Sorangium cellulosum,Sorangium cellulosum
7637,7637,A0A150TNC5,NMO domain-containing protein,unreviewed,353,56,Sorangium cellulosum,Sorangium cellulosum
7638,7638,A0A150U6K2,NMO domain-containing protein,unreviewed,358,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7639,7639,A0A150U6P9,Dioxygenase,unreviewed,324,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7640,7640,A0A150U9R9,NMO domain-containing protein,unreviewed,331,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7641,7641,A0A150UAH7,NMO domain-containing protein,unreviewed,377,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7642,7642,A0A150UB64,NMO domain-containing protein,unreviewed,333,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7643,7643,A0A150UDB8,NMO domain-containing protein,unreviewed,324,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7644,7644,A0A150UH27,NMO domain-containing protein,unreviewed,324,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7645,7645,A0A150UH33,NMO domain-containing protein,unreviewed,322,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7646,7646,A0A150UJJ1,NMO domain-containing protein,unreviewed,334,574934,Bradyrhizobium sp. AT1,Bradyrhizobium sp. AT1
7647,7647,A0A150UW40,NMO domain-containing protein,unreviewed,360,766039,Acidomyces richmondensis BFW,Acidomyces richmondensis BFW
7648,7648,A0A150V1A1,NMO domain-containing protein,unreviewed,327,766039,Acidomyces richmondensis BFW,Acidomyces richmondensis BFW
7649,7649,A0A150V8Z8,NMO domain-containing protein,unreviewed,349,766039,Acidomyces richmondensis BFW,Acidomyces richmondensis BFW
7650,7650,A0A150VIW0,NMO domain-containing protein,unreviewed,354,766039,Acidomyces richmondensis BFW,Acidomyces richmondensis BFW
7651,7651,A0A150W069,NMO domain-containing protein,unreviewed,360,1779145,Streptomyces sp. WAC04657,Streptomyces sp. WAC04657
7652,7652,A0A150W406,NMO domain-containing protein,unreviewed,356,192421,Planococcus maritimus,Planococcus maritimus
7653,7653,A0A150W7W0,2-nitropropane dioxygenase,unreviewed,324,192421,Planococcus maritimus,Planococcus maritimus
7654,7654,A0A150W9S2,NMO domain-containing protein,unreviewed,300,192421,Planococcus maritimus,Planococcus maritimus
7655,7655,A0A150WCC0,NMO domain-containing protein,unreviewed,358,959,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus
7656,7656,A0A150WDP3,NMO domain-containing protein,unreviewed,332,959,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus
7657,7657,A0A150WH53,NMO domain-containing protein,unreviewed,347,959,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus
7658,7658,A0A150WJ63,NMO domain-containing protein,unreviewed,331,959,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus
7659,7659,A0A150Z7J7,NMO domain-containing protein,unreviewed,358,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7660,7660,A0A150Z7P1,Dioxygenase,unreviewed,326,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7661,7661,A0A150ZB79,NMO domain-containing protein,unreviewed,331,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7662,7662,A0A150ZBR2,NMO domain-containing protein,unreviewed,377,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7663,7663,A0A150ZCI6,NMO domain-containing protein,unreviewed,333,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7664,7664,A0A150ZEM4,NMO domain-containing protein,unreviewed,321,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7665,7665,A0A150ZF01,NMO domain-containing protein,unreviewed,322,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7666,7666,A0A150ZJW2,NMO domain-containing protein,unreviewed,324,1126616,Bradyrhizobium sp. DOA1,Bradyrhizobium sp. DOA1
7667,7667,A0A151A0A7,NMO domain-containing protein,unreviewed,326,1714371,Neorickettsia sp. 179522,Neorickettsia sp. 179522
7668,7668,A0A151A0Q2,NMO domain-containing protein,unreviewed,478,1714371,Neorickettsia sp. 179522,Neorickettsia sp. 179522
7669,7669,A0A151A705,Probable nitronate monooxygenase,unreviewed,353,29384,Staphylococcus kloosii,Staphylococcus kloosii
7670,7670,A0A151AM79,NMO domain-containing protein,unreviewed,316,1121305,Clostridium colicanis DSM 13634,Clostridium colicanis DSM 13634
7671,7671,A0A151AQS5,NMO domain-containing protein,unreviewed,358,1121305,Clostridium colicanis DSM 13634,Clostridium colicanis DSM 13634
7672,7672,A0A151AXW3,Nitronate monooxygenase,unreviewed,313,1122241,Moorella mulderi DSM 14980,Moorella mulderi DSM 14980
7673,7673,A0A151B443,NMO domain-containing protein,unreviewed,356,1121338,Clostridium tepidiprofundi DSM 19306,Clostridium tepidiprofundi DSM 19306
7674,7674,A0A151B4N5,NMO domain-containing protein,unreviewed,311,1121338,Clostridium tepidiprofundi DSM 19306,Clostridium tepidiprofundi DSM 19306
7675,7675,A0A151BUS3,NMO domain-containing protein,unreviewed,361,1807500,Branchiibius sp. NY16-3462-2,Branchiibius sp. NY16-3462-2
7676,7676,A0A151C204,NMO domain-containing protein,unreviewed,327,1807500,Branchiibius sp. NY16-3462-2,Branchiibius sp. NY16-3462-2
7677,7677,A0A151CIT0,NMO domain-containing protein,unreviewed,369,1630136,Sulfurovum riftiae,Sulfurovum riftiae
7678,7678,A0A151CZD5,NMO domain-containing protein,unreviewed,384,1770210,Micrococcus sp. CH7,Micrococcus sp. CH7
7679,7679,A0A151FE30,NMO domain-containing protein,unreviewed,337,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7680,7680,A0A151FEW8,NMO domain-containing protein,unreviewed,331,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7681,7681,A0A151FLR1,NMO domain-containing protein,unreviewed,323,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7682,7682,A0A151FLX2,NMO domain-containing protein,unreviewed,322,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7683,7683,A0A151FMQ2,NMO domain-containing protein,unreviewed,324,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7684,7684,A0A151FSB3,NMO domain-containing protein,unreviewed,297,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7685,7685,A0A151FU01,NMO domain-containing protein,unreviewed,377,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7686,7686,A0A151FUU9,NMO domain-containing protein,unreviewed,333,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7687,7687,A0A151FXP6,NMO domain-containing protein,unreviewed,358,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7688,7688,A0A151FY91,NMO domain-containing protein,unreviewed,367,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7689,7689,A0A151G0A4,NMO domain-containing protein,unreviewed,322,43992,Bradyrhizobium liaoningense,Bradyrhizobium liaoningense
7690,7690,A0A151GCY8,NMO domain-containing protein,unreviewed,330,98403,Drechmeria coniospora,Drechmeria coniospora
7691,7691,A0A151GM81,NMO domain-containing protein,unreviewed,352,98403,Drechmeria coniospora,Drechmeria coniospora
7692,7692,A0A151GQG8,NMO domain-containing protein,unreviewed,378,98403,Drechmeria coniospora,Drechmeria coniospora
7693,7693,A0A151GTC2,NMO domain-containing protein,unreviewed,366,98403,Drechmeria coniospora,Drechmeria coniospora
7694,7694,A0A151QG22,NMO domain-containing protein,unreviewed,348,1813033,Limnobacter sp. CACIAM 66H1,Limnobacter sp. CACIAM 66H1
7695,7695,A0A151QIA1,Enoyl-ACP reductase,unreviewed,362,1813033,Limnobacter sp. CACIAM 66H1,Limnobacter sp. CACIAM 66H1
7696,7696,A0A151T0R0,Putative 2-nitropropane dioxygenase,unreviewed,330,3821,Cajanus cajan,Cajanus cajan (Pigeon pea)
7697,7697,A0A151UVJ7,NMO domain-containing protein,unreviewed,378,1396,Bacillus cereus,Bacillus cereus
7698,7698,A0A151XYN2,NMO domain-containing protein,unreviewed,347,1806892,Acinetobacter pragensis,Acinetobacter pragensis
7699,7699,A0A151YMU3,NMO domain-containing protein,unreviewed,348,1785128,Acinetobacter lactucae,Acinetobacter lactucae
7700,7700,A0A151YR93,NMO domain-containing protein,unreviewed,323,1785128,Acinetobacter lactucae,Acinetobacter lactucae
7701,7701,A0A151YYA0,NMO domain-containing protein,unreviewed,359,1811386,Thermoactinomyces sp. AS95,Thermoactinomyces sp. AS95
7702,7702,A0A151Z1H1,NMO domain-containing protein,unreviewed,310,1811386,Thermoactinomyces sp. AS95,Thermoactinomyces sp. AS95
7703,7703,A0A152AAE8,NMO domain-containing protein,unreviewed,356,361077,Tieghemostelium lacteum,Tieghemostelium lacteum
7704,7704,A0A154B361,NMO domain-containing protein,unreviewed,364,936600,Bacillus sp. GZT,Bacillus sp. GZT
7705,7705,A0A154BMP7,NMO domain-containing protein,unreviewed,313,1794912,Anaerosporomusa subterranea,Anaerosporomusa subterranea
7706,7706,A0A154BUL3,NMO domain-containing protein,unreviewed,315,1794912,Anaerosporomusa subterranea,Anaerosporomusa subterranea
7707,7707,A0A154BUV2,2-nitropropane dioxygenase,unreviewed,313,1794912,Anaerosporomusa subterranea,Anaerosporomusa subterranea
7708,7708,A0A154BV09,NMO domain-containing protein,unreviewed,317,1794912,Anaerosporomusa subterranea,Anaerosporomusa subterranea
7709,7709,A0A154C252,NMO domain-containing protein,unreviewed,334,1817793,Alcanivorax sp. KX64203,Alcanivorax sp. KX64203
7710,7710,A0A154C553,NMO domain-containing protein,unreviewed,326,1817793,Alcanivorax sp. KX64203,Alcanivorax sp. KX64203
7711,7711,A0A154C5S2,NMO domain-containing protein,unreviewed,320,1817793,Alcanivorax sp. KX64203,Alcanivorax sp. KX64203
7712,7712,A0A154C5V2,NMO domain-containing protein,unreviewed,337,1817793,Alcanivorax sp. KX64203,Alcanivorax sp. KX64203
7713,7713,A0A154I942,NMO domain-containing protein,unreviewed,319,384,Rhizobium leguminosarum,Rhizobium leguminosarum
7714,7714,A0A154IH56,Uncharacterized protein,unreviewed,344,384,Rhizobium leguminosarum,Rhizobium leguminosarum
7715,7715,A0A154KZ66,NMO domain-containing protein,unreviewed,342,220697,Thalassospira xiamenensis,Thalassospira xiamenensis
7716,7716,A0A154L0J1,NMO domain-containing protein,unreviewed,342,168935,Thalassospira lucentensis,Thalassospira lucentensis
7717,7717,A0A154L0V1,NMO domain-containing protein,unreviewed,350,168935,Thalassospira lucentensis,Thalassospira lucentensis
7718,7718,A0A154LE04,NMO domain-containing protein,unreviewed,342,501834,Thalassospira sp. MCCC 1A01148,Thalassospira sp. MCCC 1A01148
7719,7719,A0A154M5J2,Polyketide synthase,unreviewed,2117,546365,Amycolatopsis regifaucium,Amycolatopsis regifaucium
7720,7720,A0A154MK64,NMO domain-containing protein,unreviewed,348,546365,Amycolatopsis regifaucium,Amycolatopsis regifaucium
7721,7721,A0A154MKJ2,NMO domain-containing protein,unreviewed,368,546365,Amycolatopsis regifaucium,Amycolatopsis regifaucium
7722,7722,A0A154MNC0,NMO domain-containing protein,unreviewed,349,546365,Amycolatopsis regifaucium,Amycolatopsis regifaucium
7723,7723,A0A154NAL7,NMO domain-containing protein,unreviewed,467,621456,Sphingomonas melonis TY,Sphingomonas melonis TY
7724,7724,A0A154NBP9,NMO domain-containing protein,unreviewed,319,621456,Sphingomonas melonis TY,Sphingomonas melonis TY
7725,7725,A0A154QH26,NMO domain-containing protein,unreviewed,355,416169,Rhodanobacter thiooxydans,Rhodanobacter thiooxydans
7726,7726,A0A154R0A8,NMO domain-containing protein,unreviewed,360,1524462,Rhodanobacter sp. FW510-R10,Rhodanobacter sp. FW510-R10
7727,7727,A0A154TLP8,NMO domain-containing protein,unreviewed,297,484,Neisseria flavescens,Neisseria flavescens
7728,7728,A0A154TRM1,NMO domain-containing protein,unreviewed,390,484,Neisseria flavescens,Neisseria flavescens
7729,7729,A0A154U3F5,NMO domain-containing protein,unreviewed,390,484,Neisseria flavescens,Neisseria flavescens
7730,7730,A0A154UDR5,NMO domain-containing protein,unreviewed,200,484,Neisseria flavescens,Neisseria flavescens
7731,7731,A0A154VDN9,NMO domain-containing protein,unreviewed,342,501868,Thalassospira sp. MCCC 1A02898,Thalassospira sp. MCCC 1A02898
7732,7732,A0A154VYN2,NMO domain-containing protein,unreviewed,331,580166,Oceanibaculum pacificum,Oceanibaculum pacificum
7733,7733,A0A154W4I1,Uncharacterized protein,unreviewed,283,580166,Oceanibaculum pacificum,Oceanibaculum pacificum
7734,7734,A0A154W811,Oxidoreductase,unreviewed,324,580166,Oceanibaculum pacificum,Oceanibaculum pacificum
7735,7735,A0A156JVV7,NMO domain-containing protein,unreviewed,326,1812935,Enterobacter roggenkampii,Enterobacter roggenkampii
7736,7736,A0A157LBA4,NMO domain-containing protein,unreviewed,322,288768,Bordetella ansorpii,Bordetella ansorpii
7737,7737,A0A157LM22,NMO domain-containing protein,unreviewed,340,123899,Bordetella trematum,Bordetella trematum
7738,7738,A0A157NKU2,NMO domain-containing protein,unreviewed,329,288768,Bordetella ansorpii,Bordetella ansorpii
7739,7739,A0A157P9S3,NMO domain-containing protein,unreviewed,361,288768,Bordetella ansorpii,Bordetella ansorpii
7740,7740,A0A157RMR3,NMO domain-containing protein,unreviewed,354,123899,Bordetella trematum,Bordetella trematum
7741,7741,A0A157S5Y4,NMO domain-containing protein,unreviewed,322,288768,Bordetella ansorpii,Bordetella ansorpii
7742,7742,A0A157SBM6,NMO domain-containing protein,unreviewed,326,123899,Bordetella trematum,Bordetella trematum
7743,7743,A0A157SGA8,NMO domain-containing protein,unreviewed,361,288768,Bordetella ansorpii,Bordetella ansorpii
7744,7744,A0A157SJ89,NMO domain-containing protein,unreviewed,330,288768,Bordetella ansorpii,Bordetella ansorpii
7745,7745,A0A157SJU4,NMO domain-containing protein,unreviewed,324,123899,Bordetella trematum,Bordetella trematum
7746,7746,A0A157SPS0,NMO domain-containing protein,unreviewed,320,288768,Bordetella ansorpii,Bordetella ansorpii
7747,7747,A0A157Z5T8,NMO domain-containing protein,unreviewed,321,1777136,Caballeronia catudaia,Caballeronia catudaia
7748,7748,A0A157Z6S3,NMO domain-containing protein,unreviewed,320,1777140,Caballeronia hypogeia,Caballeronia hypogeia
7749,7749,A0A157Z7K1,NMO domain-containing protein,unreviewed,320,1777138,Caballeronia fortuita,Caballeronia fortuita
7750,7750,A0A157ZFZ8,NMO domain-containing protein,unreviewed,341,1777139,Caballeronia calidae,Caballeronia calidae
7751,7751,A0A157ZKP1,NMO domain-containing protein,unreviewed,320,1777137,Caballeronia temeraria,Caballeronia temeraria
7752,7752,A0A157ZLX4,NMO domain-containing protein,unreviewed,363,1777139,Caballeronia calidae,Caballeronia calidae
7753,7753,A0A157ZQ22,NMO domain-containing protein,unreviewed,320,1777143,Caballeronia glebae,Caballeronia glebae
7754,7754,A0A157ZWY7,NMO domain-containing protein,unreviewed,391,1777137,Caballeronia temeraria,Caballeronia temeraria
7755,7755,A0A157ZXM8,NMO domain-containing protein,unreviewed,361,1777137,Caballeronia temeraria,Caballeronia temeraria
7756,7756,A0A158A2X0,NMO domain-containing protein,unreviewed,391,1777138,Caballeronia fortuita,Caballeronia fortuita
7757,7757,A0A158A309,NMO domain-containing protein,unreviewed,363,1777140,Caballeronia hypogeia,Caballeronia hypogeia
7758,7758,A0A158A340,NMO domain-containing protein,unreviewed,318,1777141,Caballeronia pedi,Caballeronia pedi
7759,7759,A0A158AK56,NMO domain-containing protein,unreviewed,384,1777142,Caballeronia arationis,Caballeronia arationis
7760,7760,A0A158B1M4,NMO domain-containing protein,unreviewed,363,1777136,Caballeronia catudaia,Caballeronia catudaia
7761,7761,A0A158B2Q4,NMO domain-containing protein,unreviewed,349,1777143,Caballeronia glebae,Caballeronia glebae
7762,7762,A0A158B6P9,NMO domain-containing protein,unreviewed,363,1777144,Caballeronia ptereochthonis,Caballeronia ptereochthonis
7763,7763,A0A158BDA6,NMO domain-containing protein,unreviewed,328,1777144,Caballeronia ptereochthonis,Caballeronia ptereochthonis
7764,7764,A0A158BHQ1,NMO domain-containing protein,unreviewed,366,1777142,Caballeronia arationis,Caballeronia arationis
7765,7765,A0A158BP12,2-nitropropane dioxygenase,unreviewed,224,1777140,Caballeronia hypogeia,Caballeronia hypogeia
7766,7766,A0A158BPK3,NMO domain-containing protein,unreviewed,349,1777136,Caballeronia catudaia,Caballeronia catudaia
7767,7767,A0A158BVU6,NMO domain-containing protein,unreviewed,400,1777136,Caballeronia catudaia,Caballeronia catudaia
7768,7768,A0A158C854,NMO domain-containing protein,unreviewed,391,1777141,Caballeronia pedi,Caballeronia pedi
7769,7769,A0A158C939,NMO domain-containing protein,unreviewed,361,1777138,Caballeronia fortuita,Caballeronia fortuita
7770,7770,A0A158C9D9,NMO domain-containing protein,unreviewed,363,1777141,Caballeronia pedi,Caballeronia pedi
7771,7771,A0A158CE78,NMO domain-containing protein,unreviewed,391,1777143,Caballeronia glebae,Caballeronia glebae
7772,7772,A0A158CGN3,NMO domain-containing protein,unreviewed,391,1777140,Caballeronia hypogeia,Caballeronia hypogeia
7773,7773,A0A158CJT1,NMO domain-containing protein,unreviewed,328,1777136,Caballeronia catudaia,Caballeronia catudaia
7774,7774,A0A158CJY0,NMO domain-containing protein,unreviewed,326,1777136,Caballeronia catudaia,Caballeronia catudaia
7775,7775,A0A158CT10,NMO domain-containing protein,unreviewed,320,1777144,Caballeronia ptereochthonis,Caballeronia ptereochthonis
7776,7776,A0A158CWG3,NMO domain-containing protein,unreviewed,366,1777143,Caballeronia glebae,Caballeronia glebae
7777,7777,A0A158CXV9,NMO domain-containing protein,unreviewed,517,1777142,Caballeronia arationis,Caballeronia arationis
7778,7778,A0A158CZH6,"2-nitropropane dioxygenase, NPD",unreviewed,315,1777140,Caballeronia hypogeia,Caballeronia hypogeia
7779,7779,A0A158D3Y2,NMO domain-containing protein,unreviewed,320,1777142,Caballeronia arationis,Caballeronia arationis
7780,7780,A0A158DN96,NMO domain-containing protein,unreviewed,400,1777139,Caballeronia calidae,Caballeronia calidae
7781,7781,A0A158E3F9,NMO domain-containing protein,unreviewed,399,1777144,Caballeronia ptereochthonis,Caballeronia ptereochthonis
7782,7782,A0A158EAA6,"2-nitropropane dioxygenase, NPD",unreviewed,178,1777142,Caballeronia arationis,Caballeronia arationis
7783,7783,A0A158EDB2,NMO domain-containing protein,unreviewed,320,1777139,Caballeronia calidae,Caballeronia calidae
7784,7784,A0A158EDQ2,2-nitropropane dioxygenase,unreviewed,321,1777139,Caballeronia calidae,Caballeronia calidae
7785,7785,A0A158F082,NMO domain-containing protein,unreviewed,320,1353886,Caballeronia cordobensis,Caballeronia cordobensis
7786,7786,A0A158F650,NMO domain-containing protein,unreviewed,321,1232866,Caballeronia udeis,Caballeronia udeis
7787,7787,A0A158F8N5,NMO domain-containing protein,unreviewed,321,196367,Caballeronia sordidicola,Caballeronia sordidicola
7788,7788,A0A158FJM9,NMO domain-containing protein,unreviewed,320,326475,Caballeronia telluris,Caballeronia telluris
7789,7789,A0A158FUX4,NMO domain-containing protein,unreviewed,360,1226301,Caballeronia terrestris,Caballeronia terrestris
7790,7790,A0A158G216,NMO domain-containing protein,unreviewed,349,1353886,Caballeronia cordobensis,Caballeronia cordobensis
7791,7791,A0A158GK43,NMO domain-containing protein,unreviewed,349,1777135,Caballeronia arvi,Caballeronia arvi
